iter	RMSE
250	0.4970886051
251	0.4970567197
252	0.496824063
253	0.4967017322
254	0.4966366797
255	0.4965805914
256	0.4964641868
257	0.4964184546
258	0.4963567297
259	0.496325522
260	0.4962038972
261	0.4960342151
262	0.4960032241
263	0.4958371219
264	0.4958065352
265	0.4957764286
266	0.4954926748
267	0.4953355003
268	0.4952366475
269	0.4950506824
270	0.4949542158
271	0.4948699948
272	0.4948137614
273	0.494673242
274	0.4944843093
275	0.4943175111
276	0.4942513491
277	0.4940935004
278	0.4940426314
279	0.4939939275
280	0.4938935311
281	0.4937861489
282	0.4936815121
283	0.4936345239
284	0.493541383
285	0.4933969549
286	0.4932979119
287	0.4931268053
288	0.4930968027
289	0.4929432884
290	0.4927917884
291	0.4927589567
292	0.4927296011
293	0.492700634
294	0.4926686873
295	0.4925368462
296	0.4924766992
297	0.4922264197
298	0.4921354967
299	0.492083836
300	0.4919822679
301	0.4918828398
302	0.4918375468
303	0.4917574076
304	0.4917132493
305	0.4916834491
306	0.491595154
307	0.4915478376
308	0.4915162915
309	0.4914314914
310	0.4913377821
311	0.4912014331
312	0.4911492793
313	0.490979976
314	0.490830484
315	0.4907992396
316	0.4907703653
317	0.4904697631
318	0.4904420638
319	0.4903361428
320	0.4903054574
321	0.4901030791
322	0.4900747603
323	0.490044691
324	0.489920346
325	0.4898043474
326	0.4897590465
327	0.4896802862
328	0.4896351648
329	0.4895931753
330	0.4893839096
331	0.4893132402
332	0.4891853188
333	0.4891572797
334	0.4890542626
335	0.4887792581
336	0.488738893
337	0.4886149144
338	0.4885872147
339	0.4884945987
340	0.4883949244
341	0.4883654353
342	0.4883340299
343	0.4882683877
344	0.4882443167
345	0.4882152405
346	0.4881690106
347	0.4880240351
348	0.4879764565
349	0.4877367555
350	0.4875025291
351	0.4873041358
352	0.4872754099
353	0.4872495905
354	0.4872232043
355	0.4871931081
356	0.4870891045
357	0.4870612285
358	0.4869370553
359	0.486911252
360	0.4868061387
361	0.4867767156
362	0.4867343239
363	0.4867053408
364	0.4866296233
365	0.486527744
366	0.486502092
367	0.4864740182
368	0.4864229964
369	0.4863985238
370	0.4863713948
371	0.486348022
372	0.4863206986
373	0.4862938051
374	0.486191055
375	0.4861644038
376	0.4861143318
377	0.4860387585
378	0.4859573923
379	0.4859200557
380	0.4858937667
381	0.4858415069
382	0.4858176242
383	0.4857792978
384	0.4857126976
385	0.4856864912
386	0.4856446009
387	0.4855980381
388	0.4853625809
389	0.4853368288
390	0.4853139857
391	0.4852431982
392	0.4851044312
393	0.4850804093
394	0.4850377166
395	0.4850139527
396	0.4849902472
397	0.4848558274
398	0.4847632788
399	0.4846366306
400	0.4845490142
401	0.4844122729
402	0.4843896003
403	0.4843505379
404	0.4842919975
405	0.4842152976
406	0.4841388717
407	0.4841174583
408	0.4839667581
409	0.4838489241
410	0.4838234959
411	0.4837834249
412	0.483758322
413	0.4835752632
414	0.4834939912
415	0.4834696483
416	0.4834320535
417	0.4833273527
418	0.4832888644
419	0.4831869798
420	0.4831493323
421	0.4831100978
422	0.4830851359
423	0.4829747222
424	0.4829338563
425	0.482908968
426	0.4828700197
427	0.4827944145
428	0.4827170503
429	0.4826331865
430	0.4826084523
431	0.4825721659
432	0.4825505483
433	0.4825260603
434	0.4825016336
435	0.4824570892
436	0.4823758881
437	0.482278113
438	0.4821409024
439	0.4820415983
440	0.4820173546
441	0.4819950826
442	0.4819390845
443	0.4819160378
444	0.4818444059
445	0.4816945354
446	0.4815881699
447	0.4813543684
448	0.4813303847
449	0.4812158749
450	0.481113173
451	0.4810894694
452	0.4810211428
453	0.4809069546
454	0.4808589225
455	0.4807663493
456	0.4807425771
457	0.4806648858
458	0.4806433628
459	0.4806216289
460	0.4805879384
461	0.4805668377
462	0.4805318211
463	0.4805085068
464	0.4804077143
465	0.4802676651
466	0.4802192619
467	0.4801960899
468	0.4801581787
469	0.4800463573
470	0.4800250293
471	0.4800042193
472	0.4799359642
473	0.4799009468
474	0.4798013786
475	0.4797784136
476	0.4797033238
477	0.4796806694
478	0.4796132672
479	0.4795915686
480	0.4795047895
481	0.4794714228
482	0.479436914
483	0.4792866638
484	0.4792640981
485	0.4792437539
486	0.4792039255
487	0.4791854787
488	0.4789142847
489	0.4788921261
490	0.4788698566
491	0.4788460036
492	0.4787591169
493	0.4787410879
494	0.4787177413
495	0.4786855369
496	0.4785795933
497	0.478556404
498	0.4785345725
499	0.4785121457
500	0.4783920115
501	0.4783237047
502	0.478301142
503	0.478269423
504	0.4782382675
505	0.478216019
506	0.4781942942
507	0.4781746967
508	0.4781092264
509	0.4780474313
510	0.4780243742
511	0.4779848109
512	0.4779214263
513	0.4778525194
514	0.4777573406
515	0.4777359137
516	0.4777142319
517	0.4776286625
518	0.4775955091
519	0.4775731545
520	0.4774898282
521	0.4774468062
522	0.4774248943
523	0.4774051645
524	0.4773524662
525	0.4773237762
526	0.4773029774
527	0.4772824153
528	0.4772607559
529	0.4772393878
530	0.4771751316
531	0.4771348818
532	0.4770991862
533	0.4769472662
534	0.4769133329
535	0.4768935752
536	0.4768430554
537	0.4768237606
538	0.4768030691
539	0.4767002372
540	0.4766348969
541	0.4766166361
542	0.4765877096
543	0.4765114497
544	0.476449684
545	0.476408504
546	0.4763362776
547	0.476315935
548	0.4762447081
549	0.4762274755
550	0.4761543901
551	0.4760852893
552	0.476065182
553	0.4760359478
554	0.4760160231
555	0.4758687446
556	0.4758359169
557	0.4758162315
558	0.475756357
559	0.4755557987
560	0.4755259132
561	0.4753728675
562	0.4753460854
563	0.4753163731
564	0.4752690664
565	0.4752490743
566	0.4752016967
567	0.4751817721
568	0.4750051692
569	0.4749718916
570	0.4749450897
571	0.4749254887
572	0.4749056728
573	0.4748773371
574	0.4748005438
575	0.4747229107
576	0.4747032011
577	0.4746768413
578	0.4745971382
579	0.4745713503
580	0.4745516245
581	0.4744478393
582	0.4742073493
583	0.4741876962
584	0.4741540646
585	0.4741352336
586	0.4739917701
587	0.4738897886
588	0.4738331618
589	0.4737609035
590	0.4737412673
591	0.4736831043
592	0.4735914299
593	0.4735719959
594	0.4735370252
595	0.4734588268
596	0.4734415677
597	0.4733628175
598	0.4733095958
599	0.4732801219
600	0.4732257368
601	0.4732005249
602	0.4731680896
603	0.4731488551
604	0.4731301089
605	0.4731109013
606	0.4730007925
607	0.4729816818
608	0.4729552715
609	0.4729362116
610	0.4729172059
611	0.4728981706
612	0.4727084386
613	0.4726240846
614	0.4726080993
615	0.4725685145
616	0.4725502149
617	0.4725314391
618	0.4725133559
619	0.4724946592
620	0.4724292978
621	0.4723821944
622	0.4723184981
623	0.4722999514
624	0.4722813298
625	0.4720713693
626	0.4720539872
627	0.4719797213
628	0.4719611824
629	0.471804743
630	0.471730997
631	0.471714394
632	0.4716495067
633	0.4716205406
634	0.4715185573
635	0.4714747383
636	0.4714333385
637	0.4713154471
638	0.471259242
639	0.4711776702
640	0.4710949759
641	0.4710779205
642	0.471059628
643	0.47104249
644	0.4710242108
645	0.4710074731
646	0.4709156085
647	0.4708231718
648	0.4708050658
649	0.4706853153
650	0.4706604323
651	0.4706333505
652	0.4705869216
653	0.4704023311
654	0.4703128219
655	0.4702363088
656	0.4702104687
657	0.4701931892
658	0.4701691344
659	0.4701511359
660	0.4701260742
661	0.4700977272
662	0.4700804943
663	0.4700626966
664	0.4700448604
665	0.4700198054
666	0.4700021035
667	0.4699486822
668	0.4699324606
669	0.469870472
670	0.4698528356
671	0.4698364592
672	0.4698067359
673	0.4697241356
674	0.469615556
675	0.4695726601
676	0.4695541006
677	0.4695064306
678	0.4694803339
679	0.4694554746
680	0.4694327781
681	0.4692972952
682	0.469243938
683	0.4691906481
684	0.4691715468
685	0.469111957
686	0.4690944048
687	0.4689669998
688	0.4688227237
689	0.4687258237
690	0.4687098486
691	0.4686200194
692	0.4686020637
693	0.4685854961
694	0.4685681396
695	0.468453407
696	0.4684360771
697	0.4683928238
698	0.4683756191
699	0.4683416303
700	0.468248994
701	0.468231796
702	0.4681474648
703	0.468122303
704	0.4679792723
705	0.4679276354
706	0.4678100025
707	0.467795524
708	0.4677784302
709	0.4677622546
710	0.4676399103
711	0.4676237609
712	0.4675901615
713	0.4675740305
714	0.4675084761
715	0.4674915128
716	0.4674746487
717	0.4674599309
718	0.4674438863
719	0.4674271303
720	0.4673406035
721	0.4673226574
722	0.4673096021
723	0.46725893
724	0.4671326397
725	0.4671059715
726	0.4670901785
727	0.4669974485
728	0.4669721096
729	0.4668982359
730	0.4668820183
731	0.4668545479
732	0.4667965769
733	0.4667408794
734	0.4666818755
735	0.4666509638
736	0.4666332928
737	0.4665113431
738	0.4664083452
739	0.4663610086
740	0.4663365902
741	0.4663200152
742	0.4663048536
743	0.4662837715
744	0.4662682134
745	0.4662517026
746	0.4661810216
747	0.4661647777
748	0.4661477497
749	0.4661309336
750	0.4661149333
751	0.4660414132
752	0.4659873012
753	0.4659708921
754	0.4659140264
755	0.465889709
756	0.465828399
757	0.4658126496
758	0.4657970722
759	0.4657363788
760	0.4656663693
761	0.4655513871
762	0.46539792
763	0.4653781733
764	0.4653633307
765	0.4653489096
766	0.4653284445
767	0.4653132123
768	0.4652916169
769	0.4652654211
770	0.4651766485
771	0.4650228766
772	0.4650084227
773	0.4649814651
774	0.4649664162
775	0.4648223954
776	0.4648062761
777	0.4647893488
778	0.4647742526
779	0.4647594471
780	0.4647435641
781	0.4646877327
782	0.4645971284
783	0.4645241891
784	0.4645031273
785	0.464417733
786	0.4644019271
787	0.4643861709
788	0.4643268944
789	0.4642816099
790	0.4642028202
791	0.4641817968
792	0.4641679387
793	0.4641531513
794	0.464036315
795	0.4640206202
796	0.464006553
797	0.463962001
798	0.4638316066
799	0.46381737
800	0.4638017345
801	0.4637364623
802	0.4637149618
803	0.4636711881
804	0.4636061853
805	0.4635427305
806	0.4635280705
807	0.4635051363
808	0.4634283817
809	0.4634108244
810	0.4633178638
811	0.4633022698
812	0.4632426668
813	0.4632225862
814	0.4632002537
815	0.4631239774
816	0.4631095921
817	0.4630962675
818	0.4630530059
819	0.4630376029
820	0.4630221676
821	0.4630087556
822	0.4628872684
823	0.4627578623
824	0.4627146392
825	0.4626807282
826	0.4626663904
827	0.4626489163
828	0.4626347931
829	0.4625040087
830	0.4624886611
831	0.4624743867
832	0.4624513619
833	0.4624371023
834	0.4624219058
835	0.4624080943
836	0.4623840798
837	0.4623694824
838	0.4623554058
839	0.4623344388
840	0.4623149768
841	0.4622018971
842	0.462178724
843	0.4621040038
844	0.4619743731
845	0.4619233308
846	0.4618772533
847	0.4617777931
848	0.4617625792
849	0.4617342392
850	0.4617106395
851	0.4616962812
852	0.4616506358
853	0.4616355506
854	0.4616019274
855	0.46158687
856	0.4614979594
857	0.461482965
858	0.4614677007
859	0.4614527425
860	0.4614310518
861	0.4613652526
862	0.4612823641
863	0.461268501
864	0.4612182323
865	0.4611481215
866	0.4611168437
867	0.4610407702
868	0.4609765749
869	0.4609601065
870	0.4609372265
871	0.4609230785
872	0.4609108666
873	0.4608025374
874	0.4607331011
875	0.4607182281
876	0.4606668986
877	0.4606545132
878	0.4605727376
879	0.4605165713
880	0.4604578481
881	0.4604111093
882	0.4603978032
883	0.4603805603
884	0.4603018327
885	0.4602870652
886	0.460274802
887	0.4602614578
888	0.460225265
889	0.460182663
890	0.4601688692
891	0.4601542105
892	0.4601395205
893	0.4601208285
894	0.4600809382
895	0.4600677177
896	0.4600086908
897	0.4599198166
898	0.4598763935
899	0.4598300342
900	0.4598166715
901	0.4597602277
902	0.4597210365
903	0.4597063539
904	0.4596265607
905	0.4596005535
906	0.4595860129
907	0.459459663
908	0.4593992569
909	0.4593795099
910	0.4593641329
911	0.459352037
912	0.4592158422
913	0.4592013521
914	0.4591140042
915	0.4590963593
916	0.4590781383
917	0.4590637685
918	0.4590492503
919	0.4589828921
920	0.4589461274
921	0.4589323786
922	0.4588891455
923	0.4588716031
924	0.4588179818
925	0.4588046901
926	0.458710106
927	0.458695723
928	0.4586533314
929	0.4586352698
930	0.4585627328
931	0.4585483614
932	0.4585266758
933	0.4585135844
934	0.4584526595
935	0.4584365528
936	0.458422228
937	0.4584031784
938	0.4583834803
939	0.4583701054
940	0.4583580704
941	0.458308237
942	0.458295218
943	0.4582810692
944	0.4582178754
945	0.4582054979
946	0.458185073
947	0.4580664389
948	0.4580522799
949	0.4580382036
950	0.458024156
951	0.4580101268
952	0.4578713855
953	0.4578543307
954	0.457821934
955	0.4578079034
956	0.4577962842
957	0.4577831138
958	0.4577704596
959	0.4577561293
960	0.4577422368
961	0.4576364993
962	0.4576239009
963	0.4576111423
964	0.4575418208
965	0.4575223379
966	0.4574757609
967	0.4573572547
968	0.4573402072
969	0.4573223963
970	0.4572335719
971	0.4571786455
972	0.4571028055
973	0.4570737675
974	0.4570596699
975	0.4570432855
976	0.4570235982
977	0.4569671483
978	0.4569539625
979	0.4569365525
980	0.4569227571
981	0.4568617257
982	0.4568148486
983	0.4567913475
984	0.4567776137
985	0.4567639812
986	0.456751376
987	0.4567394248
988	0.4567257609
989	0.4567148632
990	0.4566564809
991	0.4564897647
992	0.4564774823
993	0.4564403645
994	0.4564267781
995	0.456413976
996	0.4564002946
997	0.4563509634
998	0.4563142603
999	0.4563025831
